,lat,lon,timestamp,amenity,tags,name
4431,49.2809406,-123.126909,2021-11-30T23:21:41.000-08:00,cafe,"{'addr:province': 'BC', 'wheelchair': 'yes', 'addr:housenumber': '1015', 'internet_access': 'wlan', 'opening_hours': 'Mo-Fr 07:00-21:00; Sa-Su 08:00-17:00', 'addr:street': 'Burrard Street', 'addr:postcode': 'V6Z 1Y5', 'addr:city': 'Vancouver'}",Beyond Coffee
4440,49.2799984,-123.1087447,2022-01-10T03:58:25.000-08:00,cafe,"{'addr:province': 'BC', 'addr:housenumber': '111', 'addr:street': 'Keefer Place', 'level': '0', 'addr:city': 'Vancouver'}",Charisma
4447,49.2625624,-123.0695251,2020-05-19T04:34:20.000-07:00,cafe,"{'addr:housenumber': '2470', 'addr:street': 'Commercial Drive'}",Blenz Coffee
4448,49.2800305,-123.1086832,2022-01-10T03:58:25.000-08:00,cafe,"{'addr:province': 'BC', 'website': 'https://papparoti.ca/papparoti-keefer-place', 'addr:housenumber': '193', 'level': '0', 'opening_hours': '08:00-20:00', 'addr:street': 'Keefer Place', 'branch': 'Keefer Place', 'addr:unit': '103', 'addr:city': 'Vancouver'}",Pappa Roti
4451,49.2805834,-123.1028286,2018-12-09T19:14:39.000-08:00,cafe,"{'website': 'http://www.musettecaffe.com/', 'alt_name': 'Musette Caffe Chinatown', 'addr:housenumber': '75', 'addr:street': 'East Pender Street', 'addr:city': 'Vancouver'}",Musette Caffè
4460,49.2820489,-123.118486,2022-03-08T03:18:05.000-08:00,cafe,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Starbucks', 'internet_access:fee': 'no', 'check_date:opening_hours': '2022-03-07', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'addr:city': 'Vancouver', 'addr:housenumber': '720', 'opening_hours': 'Mo-Fr 05:00-23:00; Sa 05:30-23:30; Su 06:00-23:00', 'outdoor_seating': 'yes', 'addr:street': 'Granville Street', 'brand': 'Starbucks'}",Starbucks
4463,49.2827779,-123.1116632,2015-09-11T02:26:28.000-07:00,cafe,"{'addr:housenumber': '353', 'addr:street': 'West Pender Street'}",Finch's
4467,49.1695461,-122.5767148,2019-09-13T13:56:58.000-07:00,cafe,"{'addr:street': 'Mavis Avenue', 'addr:city': 'Township of Langley'}",Blacksmith Bakery
4475,49.272609,-123.147975,2022-09-30T04:33:26.000-07:00,cafe,"{'addr:province': 'BC', 'addr:housenumber': '1905', 'opening_hours': 'Mo-Fr 07:00-15:00; Sa,Su,PH 08:00-15:00', 'outdoor_seating': 'yes', 'addr:street': 'Cornwall Avenue', 'addr:city': 'Vancouver'}",Juliet's Cafe
4480,49.272629,-123.148604,2022-09-30T04:33:26.000-07:00,cafe,"{'addr:province': 'BC', 'opening_hours': 'Mo-Fr 07:00-18:00; Sa,Su 10:00-18:00', 'addr:housenumber': '1939', 'addr:street': 'Cornwall Avenue', 'addr:city': 'Vancouver'}",Panne Rizo
4481,49.2726334,-123.148822,2022-09-30T04:33:26.000-07:00,cafe,"{'addr:province': 'BC', 'opening_hours': 'Mo-Fr 06:30-19:00; Sa,Su 07:30-19:00; PH 07:30-16:00', 'addr:housenumber': '1945', 'addr:street': 'Cornwall Avenue', 'addr:city': 'Vancouver'}",Bean Around the World
4519,49.278119,-122.9122848,2020-01-18T09:04:52.000-08:00,cafe,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'internet_access': 'yes', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks'}",Starbucks
4571,49.2802382,-123.1232584,2021-12-01T00:00:16.000-08:00,cafe,"{'opening_hours': 'Mo-Fr 07:30-18:00; Sa-Su 11:00-16:00', 'wheelchair': 'yes', 'addr:housenumber': '968', 'name:en': 'Railtown Cafe', 'addr:street': 'Howe Street'}",Railtown Cafe
4621,49.2858656,-123.124319,2022-07-23T17:36:46.000-07:00,cafe,"{'brand:wikidata': 'Q37158', 'addr:province': 'BC', 'official_name': 'Starbucks Coffee', 'shop': 'coffee', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks', 'addr:city': 'Vancouver'}",Starbucks
4635,49.2810211,-123.0553284,2022-09-08T19:17:28.000-07:00,cafe,"{'website': 'liveimposter.com', 'addr:housenumber': '2474', 'phone': '+1 6045693244', 'opening_hours': 'Sa, Su 10:00-18:00; Mo, We, Fr 08:00-17:00; Tu 08:00-20:00', 'description': 'Vegan cafe', 'addr:street': 'East Hastings Street'}",Imposter Cafe & Provisions
4636,49.2809892,-123.0628968,2022-07-30T10:00:03.000-07:00,cafe,"{'opening_hours': 'Mo-Fr 11:00-18:00; Sa, Su 09:00-18:00', 'website': 'https://narrowgroup.ca/', 'addr:housenumber': '2032', 'addr:street': 'East Hastings Street'}",Burnout Cafe
4651,49.2839076,-122.793435,2022-06-16T19:45:08.000-07:00,cafe,"{'addr:province': 'BC', 'website': 'https://caffedivano.ca/', 'addr:housenumber': '3003', 'phone': '+1-604-474-3113', 'opening_hours': 'Mo-Fr 06:00-18:00; Sa-Su 07:00-18:00', 'outdoor_seating': 'yes', 'addr:street': 'Burlington Drive', 'addr:postcode': 'V3B 6X1', 'addr:city': 'Coquitlam'}",Caffe Divano
4652,49.2859301,-123.1182815,2019-03-22T02:55:07.000-07:00,cafe,"{'website': 'https://blenz.com/', 'addr:housenumber': '550', 'phone': '+1-604-687-6177', 'opening_hours': 'Mo-Fr 06:00-18:00', 'cuisine': 'coffee_shop', 'addr:street': 'Burrard Street', 'addr:postcode': 'V6C 2B5'}",Blenz Coffee
4655,49.2670223,-123.1451203,2019-09-13T13:57:03.000-07:00,cafe,"{'addr:housenumber': '1778', 'phone': '+1-604-734-1778', 'opening_hours': 'Mo-Fr 07:00-19:00, Sa 09:00-19:00, Su 10:00-17:00', 'cuisine': 'coffee', 'addr:street': 'West 5th Avenue', 'addr:postcode': 'V6J 1P2', 'addr:city': 'Vancouver'}",Elysian Coffee Roasters
4660,49.2714358,-123.1068353,2022-06-05T20:37:04.000-07:00,cafe,"{'website': 'https://www.terrabreads.com/', 'addr:housenumber': '1605', 'internet_access': 'wlan', 'phone': '+1-604-877-1183', 'internet_access:fee': 'no', 'opening_hours': 'Mo-Su 07:00-19:00', 'cuisine': 'coffee_shop', 'outdoor_seating': 'yes', 'addr:street': 'Manitoba Street'}",Terra Breads
4705,49.2634545,-123.1407716,2021-09-06T01:42:03.000-07:00,cafe,"{'opening_hours': 'Mo-Fr 08:00-18:00; Su 09:00-17:00', 'addr:housenumber': '1598', 'addr:street': 'West Broadway'}",Trees Organic
4706,49.2636205,-123.1502883,2019-09-13T13:56:59.000-07:00,cafe,"{'addr:housenumber': '2502', 'addr:street': 'Maple Street', 'addr:city': 'Vancouver'}",Blenz Coffee
4712,49.2652176,-123.250782,2022-08-06T12:44:53.000-07:00,cafe,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'addr:housenumber': '6200', 'brand:wikipedia': 'en:Starbucks', 'opening_hours': 'Mo-Fr 07:00-18:00; Sa 09:30-17:00', 'cuisine': 'coffee_shop', 'addr:street': 'University Boulevard', 'takeaway': 'yes', 'brand': 'Starbucks'}",Starbucks
4713,49.2657839,-123.2501333,2020-08-29T06:07:49.000-07:00,cafe,{},Loafe
4714,49.2659992,-123.2463424,2019-11-16T20:46:57.000-08:00,cafe,"{'addr:province': 'BC', 'website': 'www.theboulevard.ca', 'addr:housenumber': '5970', 'phone': '+1-604-827-4488', 'addr:street': 'University Boulevard', 'addr:postcode': 'V6T 1Z3', 'addr:city': 'Vancouver'}",The Boulevard Coffee Roasting Co.
4715,49.2678638,-123.1573505,2019-08-29T18:37:06.000-07:00,cafe,"{'diet:vegetarian': 'yes', 'website': 'https://www.heykokomo.ca', 'addr:housenumber': '2028', 'phone': '+1-604-428-5017', 'opening_hours': 'Mo-Fr 08:00-19:00; Sa-Su 10:00-16:00', 'addr:street': 'Vine Street', 'diet:vegan': 'yes'}",Kokomo
4719,49.2637652,-123.1573383,2016-11-16T20:34:48.000-08:00,cafe,{},IGA Bistro
4736,49.3100831,-123.083185,2021-03-10T22:03:41.000-08:00,cafe,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'addr:housenumber': '145', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'addr:street': 'Chadwick Court', 'takeaway': 'yes', 'brand': 'Starbucks', 'addr:city': 'North Vancouver'}",Starbucks
4743,49.1047469,-122.7990471,2022-03-15T22:20:29.000-07:00,cafe,"{'brand:wikidata': 'Q175106', 'addr:housenumber': '15255', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Tim Hortons', 'opening_hours': '24/7', 'cuisine': 'donut', 'addr:street': 'Highway 10', 'takeaway': 'yes', 'brand': 'Tim Hortons'}",Tim Hortons
4746,49.1692142,-122.958518,2020-09-26T10:23:10.000-07:00,cafe,"{'brand:wikidata': 'Q175106', 'addr:housenumber': '1359', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Tim Hortons', 'cuisine': 'coffee_shop', 'addr:street': 'Cliveden Avenue', 'takeaway': 'yes', 'brand': 'Tim Hortons'}",Tim Hortons
4764,49.0525126,-122.3098465,2021-09-13T22:13:18.000-07:00,cafe,"{'website': 'https://littlesproutcafe.ca', 'addr:housenumber': '2776', 'level': '0', 'opening_hours': 'Mo-Sa 07:30-14:30; Su off', 'addr:street': 'Bourquin Crescent West', 'addr:postcode': 'V2S 6A4', 'addr:unit': '102'}",LITTLE SPROUT café
4766,49.2686959,-123.2499019,2021-09-14T15:16:28.000-07:00,cafe,"{'brand:wikidata': 'Q175106', 'addr:province': 'BC', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Tim Hortons', 'internet_access:fee': 'no', 'cuisine': 'coffee_shop', 'outdoor_seating': 'no', 'addr:street': 'Student Union Boulevard', 'takeaway': 'yes', 'brand': 'Tim Hortons', 'addr:city': 'Vancouver'}",Tim Hortons
4767,49.2720411,-123.155118,2022-04-28T06:04:13.000-07:00,cafe,"{'addr:province': 'BC', 'website': 'http://vivafinefoods.com/', 'addr:housenumber': '1555', 'phone': '+1-604-738-8482', 'opening_hours': 'Mo-Fr 06:30-16:30, Sa-Su 07:00-17:00', 'cuisine': 'coffee_shop', 'outdoor_seating': 'yes', 'addr:street': 'Yew Street', 'takeaway': 'yes', 'addr:postcode': 'V6K 3E5', 'addr:city': 'Vancouver'}",Viva Cafe & Bakery
4787,49.1977305,-123.1745777,2022-06-14T23:15:56.000-07:00,cafe,"{'brand:wikidata': 'Q175106', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Tim Hortons', 'brand:wikipedia': 'en:Tim Hortons'}",Tim Hortons
4788,49.2680316,-123.1115966,2019-09-13T13:57:03.000-07:00,cafe,"{'addr:housenumber': '340', 'addr:street': 'West 2nd Avenue', 'phone': '+1-604-568-5486', 'addr:postcode': 'V5Y 1C8', 'addr:city': 'Vancouver'}",Sweetery Cafe+Dessert
4789,49.1040175,-122.6539858,2020-12-20T13:14:42.000-08:00,cafe,"{'opening_hours': 'Mo-Sa 08:00-20:00; Su 09:00-18:00', 'addr:housenumber': '20504', 'addr:street': 'Fraser Highway', 'addr:postcode': 'V3A 4G2', 'addr:city': 'Langley'}",Mc Burney Coffee & Tea House
4812,49.036598,-122.2939306,2019-06-17T23:11:39.000-07:00,cafe,"{'brand:wikidata': 'Q175106', 'website': 'https://www.timhortons.com/ca/en/locations/get-directions.php?id=100827', 'ref': '100827', 'drive_through': 'yes', 'brand:wikipedia': 'en:Tim Hortons', 'opening_hours': '05:00-23:00', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Tim Hortons'}",Tim Hortons
4816,49.2105091,-123.1069,2019-08-11T00:05:00.000-07:00,cafe,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'website': 'http://Starbucks.ca', 'addr:housenumber': '8201', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'addr:street': 'Ontario Street', 'takeaway': 'yes', 'brand': 'Starbucks'}",Starbucks
4868,49.2795168,-122.828018,2019-08-15T01:45:44.000-07:00,cafe,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'addr:housenumber': '176', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'addr:street': 'Brew Street', 'takeaway': 'yes', 'brand': 'Starbucks', 'addr:city': 'Port Moody'}",Starbucks
4876,49.2681226,-123.1656481,2022-06-05T20:16:10.000-07:00,cafe,"{'website': 'https://only-cafe.com/', 'addr:housenumber': '2678', 'internet_access': 'yes', 'phone': '+1-778-379-3299', 'smoking': 'no', 'opening_hours': '08:00-20:00', 'cuisine': 'coffee_shop', 'addr:street': 'West 4th Avenue'}",The Only Cafe
4878,49.2792208,-122.828577,2019-08-15T01:07:45.000-07:00,cafe,"{'internet_access': 'wlan', 'cuisine': 'coffee_shop'}",JJ Bean
4895,49.2815061,-123.0983493,2021-07-22T20:19:31.000-07:00,cafe,"{'addr:housenumber': '251', 'addr:street': 'East Hastings Street'}",Ovaltine Cafe
4899,49.2733132,-123.11993,2021-12-20T22:31:10.000-08:00,cafe,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'addr:housenumber': '125', 'brand:wikipedia': 'en:Starbucks', 'opening_hours': 'Mo-Su 06:00-21:00', 'cuisine': 'coffee_shop', 'addr:street': 'Davie Street', 'takeaway': 'yes', 'brand': 'Starbucks'}",Starbucks
4903,49.2908482,-123.1342062,2022-05-01T18:34:48.000-07:00,cafe,"{'brand:wikidata': 'Q66196395', 'brand:en': 'Yi Fang Tea', 'addr:province': 'BC', 'cuisine': 'bubble_tea', 'takeaway': 'yes', 'addr:unit': '2', 'addr:city': 'Vancouver', 'opening_hours:signed': 'no', 'addr:housenumber': '1725', 'name:en': 'Yi Fang Tea', 'addr:street': 'Robson Street', 'brand:zh': '一芳水果茶', 'brand': 'Yi Fang Tea', 'name:zh': '一芳水果茶'}",Yi Fang Tea
4919,49.2882578,-123.140591,2022-03-29T15:35:59.000-07:00,cafe,"{'addr:province': 'BC', 'wheelchair': 'yes', 'addr:housenumber': '1105', 'name:en': 'Delanys Coffee', 'addr:street': 'Denman Street', 'addr:city': 'Vancouver'}",Delanys Coffee
4929,49.2327765,-123.0237315,2022-05-20T17:56:33.000-07:00,cafe,"{'addr:housenumber': '5675', 'addr:street': 'Boundary Road', 'addr:city': 'Vancouver'}",iGame Arena
4942,49.2321981,-123.0903909,2019-09-13T13:57:02.000-07:00,cafe,"{'addr:housenumber': '5766', 'addr:street': 'Fraser Street', 'addr:city': 'Vancouver'}",Boba Monster
4943,49.2322594,-123.0903936,2019-09-13T13:57:02.000-07:00,cafe,"{'addr:housenumber': '5756', 'addr:street': 'Fraser Street', 'addr:city': 'Vancouver'}",Green Leaf Bubble Tea
4945,49.2251518,-123.0904703,2019-11-07T19:56:30.000-08:00,cafe,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'addr:housenumber': '6544', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'addr:street': 'Fraser Street', 'takeaway': 'yes', 'brand': 'Starbucks', 'addr:city': 'Vancouver'}",Starbucks
4966,49.2505192,-123.0764488,2019-09-13T13:57:02.000-07:00,cafe,"{'addr:housenumber': '1385', 'addr:street': 'Kingsway', 'addr:city': 'Vancouver'}",Falafel Cafe
4972,49.2542839,-123.0850295,2019-09-13T13:57:02.000-07:00,cafe,"{'addr:housenumber': '920', 'addr:street': 'Kingsway', 'addr:city': 'Vancouver'}",BT Cafe
4977,49.1583055,-122.780606,2021-03-02T09:12:36.000-08:00,cafe,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'name:en': 'Starbucks', 'takeaway': 'yes', 'brand': 'Starbucks'}",Starbucks
4989,49.2673455,-123.112992,2021-02-21T04:39:01.000-08:00,cafe,"{'brand:wikidata': 'Q37158', 'addr:province': 'BC', 'official_name': 'Starbucks Coffee', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Starbucks', 'internet_access:fee': 'no', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'addr:postcode': 'V5Y 3W3', 'addr:city': 'Vancouver', 'addr:housenumber': '2035', 'outdoor_seating': 'yes', 'addr:street': 'Yukon Street', 'brand': 'Starbucks'}",Starbucks
5030,49.2375315,-123.065046,2021-12-22T22:43:14.000-08:00,cafe,"{'addr:province': 'BC', 'addr:city': 'Vancouver'}",El Caracol Mexican Cafe
5035,49.2251239,-123.0535019,2019-11-07T19:56:30.000-08:00,cafe,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks'}",Starbucks
5045,49.2882295,-123.1233339,2011-03-08T21:08:41.000-08:00,cafe,"{'wheelchair': 'yes', 'addr:housenumber': '1198', 'phone': '+1-604-568-0390', 'addr:street': 'West Pender Street', 'addr:postcode': 'V6E 2R9', 'addr:city': 'Vancouver'}",Waves Coffee House
5074,49.276166,-123.1157038,2017-05-10T03:17:58.000-07:00,cafe,"{'opening_hours': 'Mo-Fr 07:00-18:00; Sa-Su 08:00-18:00', 'addr:housenumber': '920', 'name:en': '7Days Coffee', 'addr:street': 'Beatty Street'}",7Days Coffee
5123,49.2693966,-123.1029581,2020-02-16T02:50:52.000-08:00,cafe,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Starbucks', 'internet_access:fee': 'no', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks', 'addr:city': 'Vancouver'}",Starbucks
5158,49.0818284,-122.260809,2019-02-18T15:10:45.000-08:00,cafe,"{'website': 'https://www.clayburnvillagestore.com/', 'shop': 'gift', 'phone': '+1-604-853-4020', 'level': '0', 'shop:confectionery': 'yes', 'opening_hours': 'Tu-Sa 10:00-17:00; Su-Mo off; Jan,May,Sep off'}",Clayburn Village Store & Gift Shop
5160,49.290792,-123.136256,2022-04-09T17:04:29.000-07:00,cafe,"{'addr:province': 'BC', 'wheelchair': 'yes', 'website': 'https://trueconfections.ca/', 'addr:housenumber': '866', 'phone': '+1-604-682-1292', 'opening_hours': 'Mo-Su 12:00-00:00', 'name:en': 'True Confections', 'addr:street': 'Denman Street', 'addr:postcode': 'V6G 2L9', 'addr:city': 'Vancouver'}",True Confections
5175,49.1920236,-122.8344326,2018-10-08T03:51:56.000-07:00,cafe,"{'addr:housenumber': '13979', 'addr:street': '140 Street', 'phone': '+1-604-498-0898'}",Taste of Pho
5187,49.2484101,-123.1008773,2019-09-13T13:56:49.000-07:00,cafe,"{'opening_hours': 'Mo-Su 08:00-21:30', 'addr:housenumber': '4124', 'addr:street': 'Main Street', 'addr:city': 'Vancouver'}",Aperture Coffee Bar
5239,49.2311877,-122.905834,2022-07-15T00:44:28.000-07:00,cafe,"{'addr:housenumber': '8699', 'cuisine': 'italian', 'addr:street': 'Tenth Avenue', 'operator': 'Park Chul Sung & Kim Kyung Hwa', 'addr:unit': '4', 'addr:city': 'Burnaby'}",Season's Apple Café
5240,49.222974,-122.9140218,2022-03-14T00:58:13.000-07:00,cafe,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'website': 'https://www.starbucks.com/', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks'}",Starbucks
5243,49.2266652,-123.0049363,2019-06-17T23:21:22.000-07:00,cafe,"{'brand:wikidata': 'Q175106', 'brand:wikipedia': 'en:Tim Hortons', 'cuisine': 'coffee_shop', 'name:en': 'Tim Hortons', 'takeaway': 'yes', 'brand': 'Tim Hortons'}",Tim Hortons
5247,49.2262624,-123.0039692,2019-07-07T03:58:25.000-07:00,cafe,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'name:en': 'Starbucks', 'takeaway': 'yes', 'brand': 'Starbucks'}",Starbucks
5272,49.2273356,-122.9997733,2019-07-05T05:09:00.000-07:00,cafe,"{'brand:wikidata': 'Q3114287', 'level': '0', 'brand:wikipedia': 'en:McCafé', 'cuisine': 'coffee_shop', 'name:en': ""McCafe'"", 'takeaway': 'yes', 'brand': 'McCafé'}",McCafé
5287,49.1551351,-123.1243923,2019-09-13T13:57:03.000-07:00,cafe,"{'addr:housenumber': '9040', 'addr:street': 'Blundell Road', 'addr:city': 'Richmond'}",Blenz Coffee
5289,49.1541422,-123.124046,2021-10-21T01:00:33.000-07:00,cafe,"{'brand:wikidata': 'Q16829306', 'addr:housenumber': '450-9100', 'brand:wikipedia': 'en:Chatime', 'cuisine': 'bubble_tea', 'addr:street': 'Blundell Road', 'takeaway': 'yes', 'brand': 'Chatime', 'addr:city': 'Richmond'}",Chatime
5290,49.1541375,-123.1242467,2021-07-12T09:56:25.000-07:00,cafe,"{'addr:province': 'BC', 'addr:housenumber': '9100', 'addr:street': 'Garden City Road', 'addr:unit': '460', 'addr:city': 'Richmond'}",Azure Play Cafe
5313,49.2273587,-123.1168634,2022-07-31T06:41:14.000-07:00,cafe,"{'brand:wikidata': 'Q16829306', 'brand:en': 'Chatime', 'brand:wikipedia': 'en:Chatime', 'cuisine': 'bubble_tea', 'takeaway': 'yes', 'addr:city': 'Vancouver', 'addr:housenumber': '6361', 'name:en': 'Chatime', 'addr:street': 'Cambie Street', 'brand:zh': '日出茶太', 'brand': 'Chatime', 'name:zh': '日出茶太'}",Chatime
5360,49.2817332,-123.0638566,2018-09-10T04:11:06.000-07:00,cafe,"{'opening_hours': 'Mo-Fr 07:30-15:00; Sa-Su 09:00-16:00', 'addr:housenumber': '323', 'addr:street': 'Semlin Drive'}",Pallet Coffee Roasters
5361,49.281298,-123.057462,2021-06-12T07:16:54.000-07:00,cafe,"{'opening_hours': 'Mo-Su 09:00-19:00', 'name:fr': 'Platform 7 Coffee', 'addr:housenumber': '2331', 'addr:street': 'East Hastings Street'}",Platform 7 Coffee
5446,49.1242112,-123.182955,2019-04-27T23:41:48.000-07:00,cafe,{'cuisine': 'coffee_shop'},Waves Coffee House
5449,49.2846897,-123.0652949,2019-04-28T06:48:33.000-07:00,cafe,{},JJ Bean
5465,49.3254284,-123.1367676,2019-10-29T17:29:30.000-07:00,cafe,"{'brand:wikidata': 'Q37158', 'wheelchair': 'yes', 'official_name': 'Starbucks Coffee', 'level': '0', 'brand:wikipedia': 'en:Starbucks', 'indoor': 'yes', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks', 'layer': '0'}",Starbucks
5524,49.277133,-123.1296758,2021-11-18T20:20:17.000-08:00,cafe,"{'brand:wikidata': 'Q37158', 'wheelchair': 'yes', 'official_name': 'Starbucks Coffee', 'addr:housenumber': '860', 'brand:wikipedia': 'en:Starbucks', 'opening_hours': 'Mo-Fr 06:00-17:30; Sa,Su 07:30-17:30', 'cuisine': 'coffee_shop', 'addr:street': 'Drake Street', 'takeaway': 'yes', 'brand': 'Starbucks'}",Starbucks
5545,49.2810287,-123.118654,2021-06-26T16:48:11.000-07:00,cafe,"{'addr:province': 'BC', 'website': 'https://blenz.com/', 'payment:bitcoin': 'no', 'internet_access': 'wlan', 'internet_access:fee': 'no', 'addr:postcode': 'V6B 5J3', 'contact:yelp': 'http://www.yelp.com/biz/blenz-coffee-vancouver-9', 'addr:city': 'Vancouver', 'addr:housenumber': '767', 'phone': '+1-604-633-0144', 'opening_hours': 'Mo-Fr 06:00-19:00; Sa 08:00-18:00; Su 08:30-17:00', 'addr:street': 'Seymour Street'}",Blenz Coffee
5599,49.111784,-122.6767069,2019-06-07T13:28:04.000-07:00,cafe,"{'brand:wikidata': 'Q175106', 'addr:housenumber': '19712', 'internet_access': 'no', 'drive_through': 'yes', 'brand:wikipedia': 'en:Tim Hortons', 'cuisine': 'coffee_shop', 'addr:street': 'Fraser Highway', 'takeaway': 'yes', 'brand': 'Tim Hortons'}",Tim Hortons
5602,49.2619429,-123.103196,2019-09-13T13:57:00.000-07:00,cafe,"{'addr:housenumber': '2601', 'internet_access': 'wlan', 'phone': '+1-778-379-2605', 'smoking': 'no', 'opening_hours': '08:00-18:00', 'cuisine': 'bakery', 'outdoor_seating': 'no', 'addr:street': 'Quebec Street', 'addr:postcode': 'V5T 3A6', 'addr:city': 'Vancouver'}",The Federal Store
5610,49.1882677,-122.983418,2022-03-24T12:49:40.000-07:00,cafe,"{'phone_1': '+1-604-738-6772', 'website': 'http://www.avalondairy.com/stores/old-farmhouse-kitchen/', 'addr:housenumber': '7985', 'phone': '+1 604-761-0845', 'opening_hours': 'Mo-Fr 08:00-16:30; Sa 09:00-16:00; Su 09:00-15:00', 'outdoor_seating': 'no', 'addr:street': 'North Fraser Way', 'addr:postcode': 'V5J 0A4', 'operator': 'Avolon Dairy'}",Old Farmhouse Kitchen
5625,49.2093679,-123.1165285,2019-09-13T13:57:00.000-07:00,cafe,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'addr:housenumber': '472', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'addr:street': 'SW Marine Drive', 'takeaway': 'yes', 'brand': 'Starbucks', 'addr:postcode': 'V5X 0C4', 'addr:city': 'Vancouver'}",Starbucks
5671,49.2317166,-123.0904136,2016-06-11T20:17:44.000-07:00,cafe,{},L & G Bubble Tea
5675,49.0658455,-122.3268736,2016-06-15T19:00:26.000-07:00,cafe,"{'description': 'Pie & coffee', 'website': 'http://www.pioneercorner.com'}",Pioneer Corner
5707,49.2474538,-123.0900006,2019-09-13T13:57:02.000-07:00,cafe,"{'addr:housenumber': '4208', 'addr:street': 'Fraser Street', 'addr:city': 'Vancouver'}",Prado Cafe
5708,49.246691,-123.0903554,2019-09-13T13:57:02.000-07:00,cafe,"{'addr:housenumber': '4287', 'addr:street': 'Fraser Street', 'addr:city': 'Vancouver'}",JJ Bean Coffee Roasters
5712,49.2209691,-122.9883993,2021-09-01T18:47:34.000-07:00,cafe,"{'opening_hours': 'Mo-Su 12:00-22:00', 'addr:housenumber': '105-6888', 'addr:street': 'Royal Oak Avenue', 'addr:city': 'Burnaby'}",Ki Tea House Cafe
5726,49.2469558,-122.892087,2022-04-05T00:09:44.000-07:00,cafe,"{'website': 'https://www.coffeeholic.live/', 'phone': '+1-604-492-4886', 'addr:unit': '6'}",Coffeeholic
5794,49.2818025,-123.107462,2022-06-05T20:39:39.000-07:00,cafe,"{'addr:province': 'BC', 'website': 'https://www.vegancave.ca/', 'addr:housenumber': '415', 'diet:gluten_free': 'yes', 'cuisine': 'pizza', 'outdoor_seating': 'no', 'addr:street': 'Abbott Street', 'diet:vegan': 'only', 'operator': 'Caveman Cafe Inc.', 'addr:city': 'Vancouver'}",Vegan Cave
5795,49.2819139,-123.1074608,2021-01-06T03:49:34.000-08:00,cafe,"{'addr:province': 'BC', 'addr:housenumber': '102', 'addr:street': 'West Hastings Street', 'addr:city': 'Vancouver'}",Nectar
5797,49.2819016,-123.1074227,2021-01-06T03:49:34.000-08:00,cafe,"{'addr:province': 'BC', 'opening_hours': 'Mo-Fr 07:00-20:00; Sa 08:00-20:00; Su 08:00-19:00', 'addr:housenumber': '100', 'addr:street': 'West Hastings Street', 'addr:city': 'Vancouver'}",Prado
